cid,duration,campaign,pdays,previous,poutcome
257,361,2,-1,0,unknown
258,119,4,-1,0,unknown
259,375,2,-1,0,unknown
260,1097,3,-1,0,unknown
261,97,1,-1,0,unknown
262,181,2,-1,0,unknown
263,83,3,-1,0,unknown
264,180,4,-1,0,unknown
266,373,1,-1,0,unknown
267,230,1,-1,0,unknown
268,83,3,-1,0,unknown
269,58,13,-1,0,unknown
270,88,6,-1,0,unknown
272,487,1,-1,0,unknown
273,29,3,-1,0,unknown
274,484,4,-1,0,unknown
275,262,4,-1,0,unknown
276,644,1,-1,0,unknown
278,247,2,-1,0,unknown
279,49,3,-1,0,unknown
280,341,1,-1,0,unknown
281,64,2,-1,0,unknown
282,121,1,-1,0,unknown
283,98,1,-1,0,unknown
284,88,6,-1,0,unknown
285,197,6,-1,0,unknown
286,331,1,-1,0,unknown
287,83,3,-1,0,unknown
288,138,2,-1,0,unknown
289,312,5,-1,0,unknown
291,526,2,-1,0,unknown
292,211,2,-1,0,unknown
293,62,6,-1,0,unknown
294,135,5,-1,0,unknown
295,101,2,-1,0,unknown
296,988,2,-1,0,unknown
297,451,1,-1,0,unknown
298,1030,1,-1,0,unknown
299,1484,24,-1,0,unknown
300,317,5,-1,0,unknown
301,445,1,-1,0,unknown
303,605,1,-1,0,unknown
304,330,2,-1,0,unknown
305,171,2,-1,0,unknown
306,442,2,-1,0,unknown
307,772,1,-1,0,unknown
308,249,5,-1,0,unknown
309,357,1,-1,0,unknown
310,147,2,-1,0,unknown
312,271,2,-1,0,unknown
313,783,3,-1,0,unknown
314,472,2,-1,0,unknown
316,395,2,-1,0,unknown
317,56,1,-1,0,unknown
318,641,6,-1,0,unknown
320,113,1,-1,0,unknown
321,11,11,-1,0,unknown
322,157,1,-1,0,unknown
323,79,4,-1,0,unknown
325,168,1,-1,0,unknown
327,162,1,-1,0,unknown
328,799,2,-1,0,unknown
330,357,1,-1,0,unknown
331,22,6,-1,0,unknown
333,56,4,-1,0,unknown
334,1017,6,-1,0,unknown
335,298,4,-1,0,unknown
336,126,1,-1,0,unknown
337,9,1,-1,0,unknown
340,106,2,-1,0,unknown
342,97,1,-1,0,unknown
343,151,1,-1,0,unknown
344,96,2,-1,0,unknown
345,555,1,-1,0,unknown
347,339,3,-1,0,unknown
349,159,1,-1,0,unknown
351,342,1,-1,0,unknown
352,180,1,-1,0,unknown
353,60,3,-1,0,unknown
356,30,2,-1,0,unknown
357,134,4,-1,0,unknown
358,10,2,-1,0,unknown
359,397,2,-1,0,unknown
360,620,1,-1,0,unknown
361,6,6,-1,0,unknown
362,209,2,-1,0,unknown
363,419,2,-1,0,unknown
364,283,2,-1,0,unknown
365,188,2,-1,0,unknown
366,267,1,-1,0,unknown
367,196,2,-1,0,unknown
369,323,1,-1,0,unknown
371,138,5,-1,0,unknown
372,207,1,-1,0,unknown
373,456,3,-1,0,unknown
374,261,1,-1,0,unknown
377,94,7,-1,0,unknown
379,153,1,-1,0,unknown
380,109,1,-1,0,unknown
382,77,1,-1,0,unknown
383,234,2,-1,0,unknown
385,155,2,-1,0,unknown
386,108,1,-1,0,unknown
387,159,3,-1,0,unknown
388,208,3,-1,0,unknown
389,215,1,-1,0,unknown
390,597,3,-1,0,unknown
392,380,4,-1,0,unknown
393,120,1,-1,0,unknown
394,106,4,-1,0,unknown
396,221,4,-1,0,unknown
397,80,1,-1,0,unknown
399,212,3,-1,0,unknown
400,493,3,-1,0,unknown
401,98,2,-1,0,unknown
402,681,1,-1,0,unknown
403,203,1,-1,0,unknown
404,157,1,-1,0,unknown
405,287,1,-1,0,unknown
406,159,2,-1,0,unknown
407,125,1,-1,0,unknown
408,202,2,-1,0,unknown
411,72,4,-1,0,unknown
412,342,1,-1,0,unknown
414,325,2,-1,0,unknown
415,223,7,-1,0,unknown
416,1212,4,-1,0,unknown
417,319,2,-1,0,unknown
418,182,2,-1,0,unknown
419,330,1,-1,0,unknown
420,514,1,-1,0,unknown
421,213,1,-1,0,unknown
423,472,2,-1,0,unknown
425,142,1,-1,0,unknown
426,135,3,-1,0,unknown
427,293,1,-1,0,unknown
428,107,1,-1,0,unknown
429,127,2,-1,0,unknown
430,1816,1,-1,0,unknown
431,200,3,-1,0,unknown
432,418,1,-1,0,unknown
433,387,4,-1,0,unknown
435,121,2,-1,0,unknown
436,108,2,-1,0,unknown
437,47,1,-1,0,unknown
439,54,2,-1,0,unknown
440,265,2,-1,0,unknown
441,168,1,-1,0,unknown
442,115,3,-1,0,unknown
443,31,8,-1,0,unknown
444,279,4,-1,0,unknown
445,28,2,-1,0,unknown
446,369,1,-1,0,unknown
447,247,1,-1,0,unknown
448,155,1,-1,0,unknown
449,89,1,-1,0,unknown
450,180,1,-1,0,unknown
451,854,1,-1,0,unknown
452,46,1,-1,0,unknown
453,266,2,-1,0,unknown
454,321,2,-1,0,unknown
455,99,24,-1,0,unknown
456,147,1,-1,0,unknown
457,430,1,-1,0,unknown
458,264,1,-1,0,unknown
459,156,6,-1,0,unknown
461,343,3,-1,0,unknown
462,226,3,-1,0,unknown
463,5,1,-1,0,unknown
464,138,1,-1,0,unknown
467,748,1,-1,0,unknown
468,142,1,-1,0,unknown
469,523,3,-1,0,unknown
470,8,10,-1,0,unknown
471,153,1,-1,0,unknown
472,210,2,-1,0,unknown
473,121,1,-1,0,unknown
474,212,1,-1,0,unknown
475,253,3,-1,0,unknown
476,139,4,-1,0,unknown
477,71,1,-1,0,unknown
479,199,1,-1,0,unknown
480,108,1,-1,0,unknown
481,247,2,-1,0,unknown
482,236,4,-1,0,unknown
484,109,8,-1,0,unknown
485,112,2,-1,0,unknown
486,15,10,-1,0,unknown
487,502,3,-1,0,unknown
488,30,3,-1,0,unknown
489,193,2,-1,0,unknown
490,347,2,-1,0,unknown
491,468,2,-1,0,unknown
492,148,1,-1,0,unknown
494,388,6,-1,0,unknown
495,1735,4,-1,0,unknown
496,339,1,-1,0,unknown
498,117,2,-1,0,unknown
499,587,2,-1,0,unknown
500,501,2,-1,0,unknown
502,282,9,-1,0,unknown
503,110,5,-1,0,unknown
504,104,2,-1,0,unknown
505,231,1,-1,0,unknown
506,378,3,-1,0,unknown
507,193,6,-1,0,unknown
508,110,5,-1,0,unknown
509,92,1,-1,0,unknown
510,1407,1,-1,0,unknown
512,738,3,-1,0,unknown
514,89,2,-1,0,unknown
515,30,29,-1,0,unknown
517,70,1,-1,0,unknown
518,904,2,-1,0,unknown
521,220,1,-1,0,unknown
522,238,1,-1,0,unknown
524,293,3,-1,0,unknown
525,68,1,-1,0,unknown
526,97,1,-1,0,unknown
527,1713,1,-1,0,unknown
528,218,3,-1,0,unknown
530,661,1,-1,0,unknown
531,145,1,-1,0,unknown
532,54,4,-1,0,unknown
533,111,1,-1,0,unknown
534,566,2,-1,0,unknown
535,136,1,-1,0,unknown
536,273,1,-1,0,unknown
537,160,1,-1,0,unknown
538,76,4,-1,0,unknown
539,44,1,-1,0,unknown
540,239,1,-1,0,unknown
542,792,4,-1,0,unknown
543,198,13,-1,0,unknown
544,73,1,-1,0,unknown
545,157,3,-1,0,unknown
546,90,6,-1,0,unknown
547,236,2,-1,0,unknown
548,118,5,-1,0,unknown
549,40,1,-1,0,unknown
550,346,1,-1,0,unknown
551,200,2,-1,0,unknown
554,192,32,-1,0,unknown
555,92,1,-1,0,unknown
557,139,9,-1,0,unknown
558,501,2,-1,0,unknown
559,651,1,-1,0,unknown
560,405,13,-1,0,unknown
561,350,1,-1,0,unknown
562,125,2,-1,0,unknown
563,36,2,-1,0,unknown
565,389,2,-1,0,unknown
567,168,3,-1,0,unknown
568,347,3,-1,0,unknown
569,3025,2,-1,0,unknown
570,83,13,-1,0,unknown
571,332,2,-1,0,unknown
572,219,10,-1,0,unknown
574,65,5,-1,0,unknown
575,192,2,-1,0,unknown
576,155,1,-1,0,unknown
577,161,1,-1,0,unknown
578,533,1,-1,0,unknown
581,819,3,-1,0,unknown
582,278,1,-1,0,unknown
583,211,3,-1,0,unknown
584,617,2,-1,0,unknown
585,61,2,-1,0,unknown
586,197,6,-1,0,unknown
587,34,7,-1,0,unknown
588,95,4,-1,0,unknown
589,147,2,-1,0,unknown
590,668,2,-1,0,unknown
591,87,2,-1,0,unknown
592,405,1,-1,0,unknown
593,83,7,-1,0,unknown
594,115,1,-1,0,unknown
595,108,1,-1,0,unknown
596,113,1,-1,0,unknown
598,148,4,-1,0,unknown
600,75,3,-1,0,unknown
601,523,3,-1,0,unknown
602,103,1,-1,0,unknown
604,356,1,-1,0,unknown
605,71,1,-1,0,unknown
606,189,2,-1,0,unknown
607,251,1,-1,0,unknown
608,127,8,-1,0,unknown
609,197,1,-1,0,unknown
610,84,1,-1,0,unknown
611,141,2,-1,0,unknown
612,171,1,-1,0,unknown
613,262,3,-1,0,unknown
614,352,2,-1,0,unknown
616,184,1,-1,0,unknown
617,568,2,-1,0,unknown
618,105,2,-1,0,unknown
619,260,1,-1,0,unknown
621,447,2,-1,0,unknown
622,239,8,-1,0,unknown
623,426,1,-1,0,unknown
625,174,2,-1,0,unknown
626,284,2,-1,0,unknown
627,428,1,-1,0,unknown
628,236,1,-1,0,unknown
629,150,2,-1,0,unknown
631,1031,8,-1,0,unknown
633,45,13,-1,0,unknown
634,140,10,-1,0,unknown
635,700,1,-1,0,unknown
636,155,1,-1,0,unknown
637,211,5,-1,0,unknown
638,165,4,-1,0,unknown
639,144,5,-1,0,unknown
640,590,3,-1,0,unknown
641,43,8,-1,0,unknown
642,471,2,-1,0,unknown
643,295,2,-1,0,unknown
644,526,2,-1,0,unknown
645,27,10,-1,0,unknown
646,1181,4,-1,0,unknown
647,103,2,-1,0,unknown
649,231,4,-1,0,unknown
653,67,2,-1,0,unknown
654,220,1,-1,0,unknown
655,122,6,-1,0,unknown
656,104,7,-1,0,unknown
657,307,6,-1,0,unknown
660,770,2,-1,0,unknown
662,767,5,-1,0,unknown
663,232,2,-1,0,unknown
665,293,6,-1,0,unknown
667,66,1,-1,0,unknown
669,205,1,-1,0,unknown
670,31,4,-1,0,unknown
671,113,1,-1,0,unknown
674,99,4,-1,0,unknown
675,45,3,-1,0,unknown
677,168,3,-1,0,unknown
678,196,2,-1,0,unknown
679,319,6,-1,0,unknown
680,209,3,-1,0,unknown
681,184,1,-1,0,unknown
682,156,2,-1,0,unknown
683,35,16,-1,0,unknown
684,88,2,-1,0,unknown
687,157,5,-1,0,unknown
688,212,5,-1,0,unknown
689,123,1,-1,0,unknown
690,306,5,-1,0,unknown
691,63,1,-1,0,unknown
692,119,1,-1,0,unknown
693,29,1,-1,0,unknown
694,117,2,-1,0,unknown
695,231,2,-1,0,unknown
696,123,4,-1,0,unknown
697,265,1,-1,0,unknown
698,144,1,-1,0,unknown
699,559,3,-1,0,unknown
701,183,1,-1,0,unknown
702,631,1,-1,0,unknown
703,1282,6,-1,0,unknown
704,108,2,-1,0,unknown
705,1199,1,-1,0,unknown
706,736,2,-1,0,unknown
707,264,1,-1,0,unknown
708,262,1,-1,0,unknown
709,244,1,-1,0,unknown
710,107,2,-1,0,unknown
711,9,1,-1,0,unknown
712,149,2,-1,0,unknown
713,321,2,-1,0,unknown
715,157,6,-1,0,unknown
716,250,1,-1,0,unknown
717,209,4,-1,0,unknown
718,111,3,-1,0,unknown
720,290,13,-1,0,unknown
721,383,1,-1,0,unknown
722,380,1,-1,0,unknown
723,124,3,-1,0,unknown
724,224,2,-1,0,unknown
727,133,1,-1,0,unknown
728,91,1,-1,0,unknown
729,63,3,-1,0,unknown
730,192,2,-1,0,unknown
731,91,2,-1,0,unknown
733,96,1,-1,0,unknown
734,25,2,-1,0,unknown
735,227,2,-1,0,unknown
736,110,1,-1,0,unknown
737,134,2,-1,0,unknown
738,213,1,-1,0,unknown
740,109,2,-1,0,unknown
741,162,3,-1,0,unknown
742,275,1,-1,0,unknown
744,632,4,-1,0,unknown
745,251,1,-1,0,unknown
746,141,1,-1,0,unknown
747,154,1,-1,0,unknown
748,63,1,-1,0,unknown
749,259,1,-1,0,unknown
750,100,1,-1,0,unknown
751,17,10,-1,0,unknown
752,192,9,-1,0,unknown
753,97,9,-1,0,unknown
754,41,2,-1,0,unknown
755,200,3,-1,0,unknown
756,91,3,-1,0,unknown
757,264,1,-1,0,unknown
758,397,2,-1,0,unknown
759,86,1,-1,0,unknown
760,446,1,-1,0,unknown
761,304,1,-1,0,unknown
762,88,4,-1,0,unknown
763,86,2,-1,0,unknown
764,63,1,-1,0,unknown
767,227,4,-1,0,unknown
768,146,2,-1,0,unknown
769,276,3,-1,0,unknown
771,14,6,-1,0,unknown
772,144,2,-1,0,unknown
773,367,1,-1,0,unknown
774,132,1,-1,0,unknown
775,42,4,-1,0,unknown
776,227,1,-1,0,unknown
778,614,2,-1,0,unknown
779,270,1,-1,0,unknown
780,15,1,-1,0,unknown
781,304,2,-1,0,unknown
782,79,3,-1,0,unknown
783,101,1,-1,0,unknown
784,55,3,-1,0,unknown
785,205,3,-1,0,unknown
786,259,2,-1,0,unknown
787,60,2,-1,0,unknown
788,122,2,-1,0,unknown
789,557,5,-1,0,unknown
790,42,1,-1,0,unknown
791,373,8,-1,0,unknown
792,80,3,-1,0,unknown
793,239,3,-1,0,unknown
794,29,1,-1,0,unknown
795,1663,1,-1,0,unknown
796,186,4,-1,0,unknown
797,430,1,-1,0,unknown
798,58,2,-1,0,unknown
800,332,2,-1,0,unknown
804,676,1,-1,0,unknown
807,298,1,-1,0,unknown
808,225,4,-1,0,unknown
810,342,1,-1,0,unknown
811,404,3,-1,0,unknown
812,332,1,-1,0,unknown
813,158,1,-1,0,unknown
814,164,1,-1,0,unknown
816,121,1,-1,0,unknown
817,56,1,-1,0,unknown
818,178,1,-1,0,unknown
819,283,1,-1,0,unknown
821,22,5,-1,0,unknown
825,182,1,-1,0,unknown
826,112,3,-1,0,unknown
827,114,1,-1,0,unknown
828,80,8,-1,0,unknown
830,135,22,-1,0,unknown
831,99,1,-1,0,unknown
832,761,2,-1,0,unknown
833,464,1,-1,0,unknown
834,20,2,-1,0,unknown
835,206,4,-1,0,unknown
836,283,2,-1,0,unknown
837,64,1,-1,0,unknown
839,73,3,-1,0,unknown
840,156,2,-1,0,unknown
841,559,7,-1,0,unknown
842,143,2,-1,0,unknown
843,62,1,-1,0,unknown
845,15,3,-1,0,unknown
846,567,1,-1,0,unknown
847,188,2,-1,0,unknown
848,159,2,-1,0,unknown
849,121,2,-1,0,unknown
851,717,1,-1,0,unknown
852,71,3,-1,0,unknown
853,144,2,-1,0,unknown
854,38,1,-1,0,unknown
855,60,2,-1,0,unknown
857,92,4,-1,0,unknown
860,74,5,-1,0,unknown
861,156,2,-1,0,unknown
862,146,2,-1,0,unknown
863,882,1,-1,0,unknown
864,84,4,-1,0,unknown
865,114,2,-1,0,unknown
866,957,3,-1,0,unknown
867,67,3,-1,0,unknown
868,211,11,-1,0,unknown
869,299,2,-1,0,unknown
871,225,1,-1,0,unknown
872,654,2,-1,0,unknown
873,234,2,-1,0,unknown
874,48,6,-1,0,unknown
876,500,2,-1,0,unknown
877,22,2,-1,0,unknown
878,258,2,-1,0,unknown
879,177,1,-1,0,unknown
880,62,2,-1,0,unknown
883,184,4,-1,0,unknown
885,77,6,-1,0,unknown
886,107,1,-1,0,unknown
887,1028,2,-1,0,unknown
888,87,1,-1,0,unknown
889,315,4,-1,0,unknown
890,107,2,-1,0,unknown
891,201,5,-1,0,unknown
895,77,1,-1,0,unknown
896,142,3,-1,0,unknown
897,381,1,-1,0,unknown
898,222,2,-1,0,unknown
899,106,1,-1,0,unknown
900,117,1,-1,0,unknown
901,67,3,-1,0,unknown
903,643,2,-1,0,unknown
905,508,6,-1,0,unknown
906,128,2,-1,0,unknown
908,172,6,-1,0,unknown
909,142,2,-1,0,unknown
910,492,2,-1,0,unknown
911,140,1,-1,0,unknown
912,140,2,-1,0,unknown
913,257,2,-1,0,unknown
915,91,2,-1,0,unknown
916,132,2,-1,0,unknown
917,284,1,-1,0,unknown
918,184,2,-1,0,unknown
919,225,1,-1,0,unknown
920,241,3,-1,0,unknown
921,79,3,-1,0,unknown
922,156,1,-1,0,unknown
923,223,2,-1,0,unknown
924,198,1,-1,0,unknown
925,536,2,-1,0,unknown
926,304,2,-1,0,unknown
928,298,2,-1,0,unknown
929,86,6,-1,0,unknown
930,186,1,-1,0,unknown
931,167,3,-1,0,unknown
932,24,12,-1,0,unknown
933,74,3,-1,0,unknown
934,601,1,-1,0,unknown
935,1168,2,-1,0,unknown
936,277,2,-1,0,unknown
937,748,3,-1,0,unknown
938,364,1,-1,0,unknown
939,229,3,-1,0,unknown
940,43,13,-1,0,unknown
941,177,1,-1,0,unknown
944,402,22,-1,0,unknown
945,314,1,-1,0,unknown
946,109,3,-1,0,unknown
947,56,6,-1,0,unknown
948,169,2,-1,0,unknown
949,127,1,-1,0,unknown
950,175,3,-1,0,unknown
951,56,2,-1,0,unknown
952,123,1,-1,0,unknown
953,148,2,-1,0,unknown
954,231,1,-1,0,unknown
955,255,1,-1,0,unknown
956,37,3,-1,0,unknown
958,95,1,-1,0,unknown
959,134,2,-1,0,unknown
960,820,2,-1,0,unknown
962,463,1,-1,0,unknown
963,603,3,-1,0,unknown
964,47,5,-1,0,unknown
965,126,1,-1,0,unknown
966,421,2,-1,0,unknown
967,174,8,-1,0,unknown
969,191,2,-1,0,unknown
970,222,1,-1,0,unknown
972,74,1,-1,0,unknown
973,24,1,-1,0,unknown
975,493,7,-1,0,unknown
976,350,3,-1,0,unknown
977,250,3,-1,0,unknown
978,86,4,-1,0,unknown
979,371,1,-1,0,unknown
980,419,2,-1,0,unknown
981,2087,2,-1,0,unknown
982,22,4,-1,0,unknown
983,266,1,-1,0,unknown
984,191,1,-1,0,unknown
986,264,3,-1,0,unknown
987,184,5,-1,0,unknown
988,95,3,-1,0,unknown
989,127,2,-1,0,unknown
990,395,4,-1,0,unknown
991,174,1,-1,0,unknown
992,124,1,-1,0,unknown
993,102,2,-1,0,unknown
994,279,1,-1,0,unknown
995,76,11,-1,0,unknown
996,472,2,-1,0,unknown
997,84,11,-1,0,unknown
999,754,1,-1,0,unknown
1001,375,2,-1,0,unknown
1002,130,2,-1,0,unknown
1003,303,3,-1,0,unknown
1004,261,1,-1,0,unknown
1005,229,3,-1,0,unknown
1006,288,1,-1,0,unknown
1007,219,3,-1,0,unknown
1008,891,4,-1,0,unknown
1009,204,1,-1,0,unknown
1010,19,6,-1,0,unknown
1011,158,2,-1,0,unknown
1012,314,1,-1,0,unknown
1013,215,1,-1,0,unknown
1014,169,4,-1,0,unknown
1015,101,4,-1,0,unknown
1016,15,13,-1,0,unknown
1017,260,5,-1,0,unknown
1018,558,1,-1,0,unknown
1019,287,4,-1,0,unknown
1020,371,2,-1,0,unknown
1022,187,1,-1,0,unknown
1023,32,1,-1,0,unknown
1024,138,1,-1,0,unknown
1025,228,2,-1,0,unknown
1026,353,2,-1,0,unknown
1027,45,2,-1,0,unknown
1028,76,2,-1,0,unknown
1029,144,2,-1,0,unknown
1030,168,2,-1,0,unknown
1032,94,1,-1,0,unknown
1033,118,3,-1,0,unknown
1034,382,1,-1,0,unknown
1035,111,1,-1,0,unknown
1036,298,2,-1,0,unknown
1037,121,1,-1,0,unknown
1038,317,7,-1,0,unknown
1039,42,1,-1,0,unknown
1040,81,2,-1,0,unknown
1042,259,2,-1,0,unknown
1044,432,3,-1,0,unknown
1045,126,2,-1,0,unknown
1046,120,4,-1,0,unknown
1047,136,1,-1,0,unknown
1048,1130,3,-1,0,unknown
1050,305,2,-1,0,unknown
1051,332,3,-1,0,unknown
1052,412,1,-1,0,unknown
1053,157,1,-1,0,unknown
1054,71,2,-1,0,unknown
1055,297,2,-1,0,unknown
1056,307,1,-1,0,unknown
1058,119,1,-1,0,unknown
1059,116,2,-1,0,unknown
1060,274,1,-1,0,unknown
1062,143,1,-1,0,unknown
1063,860,2,-1,0,unknown
1064,420,2,-1,0,unknown
1065,213,1,-1,0,unknown
1066,756,1,-1,0,unknown
1067,259,3,-1,0,unknown
1068,201,16,-1,0,unknown
1069,19,9,-1,0,unknown
1071,224,4,-1,0,unknown
1073,251,1,-1,0,unknown
1075,54,3,-1,0,unknown
1076,28,18,-1,0,unknown
1079,268,2,-1,0,unknown
1080,148,1,-1,0,unknown
1081,228,3,-1,0,unknown
1082,139,5,-1,0,unknown
1083,89,3,-1,0,unknown
1085,106,6,-1,0,unknown
1086,968,1,-1,0,unknown
1087,168,3,-1,0,unknown
1088,408,14,-1,0,unknown
1089,56,4,-1,0,unknown
1090,55,5,-1,0,unknown
1091,76,4,-1,0,unknown
1092,72,5,-1,0,unknown
1093,99,3,-1,0,unknown
1094,13,15,-1,0,unknown
1095,178,1,-1,0,unknown
1096,287,1,-1,0,unknown
1099,69,2,-1,0,unknown
1100,763,4,-1,0,unknown
1102,143,1,-1,0,unknown
1103,316,3,-1,0,unknown
1104,89,2,-1,0,unknown
1106,40,1,-1,0,unknown
1108,90,1,-1,0,unknown
1111,369,6,-1,0,unknown
1114,298,1,-1,0,unknown
1115,268,3,-1,0,unknown
1116,231,1,-1,0,unknown
1117,4,4,-1,0,unknown
1119,419,1,-1,0,unknown
1120,421,3,-1,0,unknown
1121,105,1,-1,0,unknown
1122,42,1,-1,0,unknown
1124,286,2,-1,0,unknown
1126,91,1,-1,0,unknown
1127,766,3,-1,0,unknown
1128,92,1,-1,0,unknown
1129,211,3,-1,0,unknown
1131,166,3,-1,0,unknown
1132,195,1,-1,0,unknown
1133,106,1,-1,0,unknown
1134,85,3,-1,0,unknown
1135,78,1,-1,0,unknown
1136,648,1,-1,0,unknown
1138,32,1,-1,0,unknown
1139,24,12,-1,0,unknown
1140,688,2,-1,0,unknown
1141,21,5,-1,0,unknown
1142,112,1,-1,0,unknown
1143,593,1,-1,0,unknown
1144,59,2,-1,0,unknown
1145,121,3,-1,0,unknown
1146,97,2,-1,0,unknown
1147,86,2,-1,0,unknown
1148,10,10,-1,0,unknown
1149,205,3,-1,0,unknown
1150,77,2,-1,0,unknown
1151,138,2,-1,0,unknown
1152,289,1,-1,0,unknown
1153,86,4,-1,0,unknown
1154,9,3,-1,0,unknown
1156,407,4,-1,0,unknown
1157,1030,6,-1,0,unknown
1158,123,2,-1,0,unknown
1159,119,4,-1,0,unknown
1161,299,5,-1,0,unknown
1162,563,1,-1,0,unknown
1163,241,1,-1,0,unknown
1165,76,3,-1,0,unknown
1166,441,1,-1,0,unknown
1169,803,1,-1,0,unknown
1170,396,2,-1,0,unknown
1171,188,1,-1,0,unknown
1172,637,1,-1,0,unknown
1173,175,7,-1,0,unknown
1175,162,3,-1,0,unknown
1176,1178,3,-1,0,unknown
1178,409,2,-1,0,unknown
1179,116,3,-1,0,unknown
1180,244,1,-1,0,unknown
1181,352,4,-1,0,unknown
1183,164,2,-1,0,unknown
1184,234,3,-1,0,unknown
1185,154,4,-1,0,unknown
1186,566,2,-1,0,unknown
1188,265,3,-1,0,unknown
1189,172,1,-1,0,unknown
1190,257,2,-1,0,unknown
1191,618,1,-1,0,unknown
1192,241,3,-1,0,unknown
1193,936,4,-1,0,unknown
1197,120,1,-1,0,unknown
1198,135,3,-1,0,unknown
1199,175,1,-1,0,unknown
1200,179,1,-1,0,unknown
1201,58,1,-1,0,unknown
1202,342,2,-1,0,unknown
1203,139,2,-1,0,unknown
1204,88,8,-1,0,unknown
1205,210,3,-1,0,unknown
1207,670,3,-1,0,unknown
1208,63,5,-1,0,unknown
1209,70,2,-1,0,unknown
1212,272,4,-1,0,unknown
1214,64,6,-1,0,unknown
1215,543,2,-1,0,unknown
1216,166,1,-1,0,unknown
1218,94,1,-1,0,unknown
1219,34,8,-1,0,unknown
1220,203,2,-1,0,unknown
1221,318,1,-1,0,unknown
1222,158,4,-1,0,unknown
1223,177,1,-1,0,unknown
1225,172,2,-1,0,unknown
1228,123,1,-1,0,unknown
1229,110,1,-1,0,unknown
1230,385,5,-1,0,unknown
1231,415,7,-1,0,unknown
1232,73,1,-1,0,unknown
1233,243,2,-1,0,unknown
1234,137,2,-1,0,unknown
1235,55,4,-1,0,unknown
1236,18,5,-1,0,unknown
1237,255,2,-1,0,unknown
1238,95,1,-1,0,unknown
1239,112,1,-1,0,unknown
1240,205,2,-1,0,unknown
1242,154,1,-1,0,unknown
1244,230,1,-1,0,unknown
1245,349,1,-1,0,unknown
1246,38,1,-1,0,unknown
1247,268,1,-1,0,unknown
1248,94,4,-1,0,unknown
1249,263,2,-1,0,unknown
1250,671,4,-1,0,unknown
1251,197,1,-1,0,unknown
1252,180,2,-1,0,unknown
1253,452,2,-1,0,unknown
1254,352,1,-1,0,unknown
1255,175,4,-1,0,unknown
1256,163,2,-1,0,unknown
1257,200,2,-1,0,unknown
1258,75,7,-1,0,unknown
1259,227,1,-1,0,unknown
1260,586,3,-1,0,unknown
1261,119,5,-1,0,unknown
1262,80,2,-1,0,unknown
1264,130,2,-1,0,unknown
1265,237,3,-1,0,unknown
1266,377,8,-1,0,unknown
1267,335,1,-1,0,unknown
1268,121,3,-1,0,unknown
1269,127,5,-1,0,unknown
1270,650,2,-1,0,unknown
1271,107,1,-1,0,unknown
1272,610,2,-1,0,unknown
1273,124,4,-1,0,unknown
1274,216,1,-1,0,unknown
1275,747,4,-1,0,unknown
1278,121,1,-1,0,unknown
1279,799,1,-1,0,unknown
1281,197,1,-1,0,unknown
1282,271,2,-1,0,unknown
1283,221,2,-1,0,unknown
1284,243,3,-1,0,unknown
1285,72,1,-1,0,unknown
1286,155,2,-1,0,unknown
1287,70,2,-1,0,unknown
1288,280,4,-1,0,unknown
1289,115,2,-1,0,unknown
1290,29,2,-1,0,unknown
1291,406,2,-1,0,unknown
1292,113,3,-1,0,unknown
1293,47,2,-1,0,unknown
1294,36,2,-1,0,unknown
1295,135,2,-1,0,unknown
1296,67,2,-1,0,unknown
1297,684,1,-1,0,unknown
1298,686,5,-1,0,unknown
1299,170,3,-1,0,unknown
1300,150,3,-1,0,unknown
1301,1060,2,-1,0,unknown
1302,122,16,-1,0,unknown
1303,724,1,-1,0,unknown
1305,187,2,-1,0,unknown
1306,179,4,-1,0,unknown
1307,357,3,-1,0,unknown
1308,82,1,-1,0,unknown
1309,176,15,-1,0,unknown
1311,115,1,-1,0,unknown
1314,118,1,-1,0,unknown
1315,25,7,-1,0,unknown
1316,753,1,-1,0,unknown
1317,124,1,-1,0,unknown
1318,208,2,-1,0,unknown
1319,136,4,-1,0,unknown
1320,1081,2,-1,0,unknown
1322,78,1,-1,0,unknown
1323,354,1,-1,0,unknown
1326,433,1,-1,0,unknown
1327,147,2,-1,0,unknown
1329,111,1,-1,0,unknown
1330,108,2,-1,0,unknown
1331,411,2,-1,0,unknown
1332,108,2,-1,0,unknown
1333,224,2,-1,0,unknown
1334,1083,2,-1,0,unknown
1335,757,2,-1,0,unknown
1336,57,1,-1,0,unknown
1337,95,5,-1,0,unknown
1339,135,1,-1,0,unknown
1340,176,2,-1,0,unknown
1341,524,5,-1,0,unknown
1342,65,1,-1,0,unknown
1345,93,1,-1,0,unknown
1348,121,2,-1,0,unknown
1349,452,2,-1,0,unknown
1351,104,2,-1,0,unknown
1352,24,3,-1,0,unknown
1353,79,9,-1,0,unknown
1354,178,2,-1,0,unknown
1355,74,2,-1,0,unknown
1357,475,1,-1,0,unknown
1358,127,1,-1,0,unknown
1359,101,1,-1,0,unknown
1360,340,3,-1,0,unknown
1361,158,4,-1,0,unknown
1362,242,1,-1,0,unknown
1363,323,1,-1,0,unknown
1364,18,30,-1,0,unknown
1365,68,3,-1,0,unknown
1366,134,4,-1,0,unknown
1367,113,3,-1,0,unknown
1368,43,4,-1,0,unknown
1369,200,2,-1,0,unknown
1370,245,2,-1,0,unknown
1371,343,4,-1,0,unknown
1372,229,1,-1,0,unknown
