cid,deposit
2930,no
2931,no
2932,no
2933,no
2934,no
2935,no
2936,no
2937,no
2938,no
2939,no
2940,no
2941,yes
2942,no
2943,no
2944,no
2945,yes
2946,no
2947,no
2948,no
2949,yes
2950,no
2951,no
2952,no
2953,no
2954,yes
2955,no
2956,no
2957,no
2958,no
2959,no
2960,no
2961,no
2962,no
2963,yes
2964,yes
2965,no
2966,no
2967,no
2968,no
2969,no
2970,no
2971,no
2972,no
2973,yes
2974,yes
2975,no
2976,no
2977,no
2978,no
2979,no
2980,no
2981,yes
2982,no
2983,no
2984,no
2985,no
2986,yes
2987,no
2988,no
2989,yes
2990,no
2991,no
2992,no
2993,no
2994,no
2995,no
2996,no
2997,no
2998,no
2999,no
3000,no
3001,no
3002,no
3003,no
3004,no
3005,no
3006,yes
3007,yes
3008,no
3009,no
3010,no
3011,no
3012,no
3013,no
3014,yes
3015,no
3016,no
3017,no
3018,no
3019,no
3020,no
3021,no
3022,no
3023,no
3024,no
3025,no
3026,no
3027,no
3028,yes
3029,no
3030,yes
3031,no
3032,no
3033,no
3034,yes
3035,no
3036,no
3037,yes
3038,no
3039,no
3040,no
3041,yes
3042,no
3043,no
3044,no
3045,no
3046,no
3047,no
3048,no
3049,no
3050,no
3051,no
3052,no
3053,no
3054,no
3055,no
3056,no
3057,no
3058,no
3059,no
3060,no
3061,no
3062,no
3063,no
3064,no
3065,yes
3066,no
3067,no
3068,no
3069,no
3070,no
3071,no
3072,no
3073,no
3074,yes
3075,no
3076,no
3077,no
3078,no
3079,no
3080,no
3081,yes
3082,no
3083,no
3084,no
3085,no
3086,no
3087,no
3088,no
3089,yes
3090,no
3091,no
3092,no
3093,no
3094,no
3095,no
3096,no
3097,no
3098,no
3099,no
3100,no
3101,no
3102,no
3103,no
3104,no
3105,no
3106,no
3107,no
3108,no
3109,no
3110,no
3111,no
3112,no
3113,no
3114,no
3115,no
3116,no
3117,no
3118,yes
3119,no
3120,no
3121,no
3122,no
3123,no
3124,yes
3125,no
3126,no
3127,no
3128,no
3129,no
3130,no
3131,no
3132,no
3133,no
3134,no
3135,no
3136,yes
3137,no
3138,no
3139,no
3140,no
3141,no
3142,yes
3143,no
3144,no
3145,no
3146,no
3147,no
3148,no
3149,no
3150,no
3151,no
3152,no
3153,no
3154,no
3155,no
3156,no
3157,no
3158,no
3159,no
3160,no
3161,yes
3162,yes
3163,no
3164,no
3165,no
3166,no
3167,no
3168,no
3169,no
3170,no
3171,no
3172,no
3173,no
3174,no
3175,no
3176,no
3177,yes
3178,no
3179,no
3180,no
3181,no
3182,no
3183,no
3184,no
3185,yes
3186,no
3187,no
3188,yes
3189,no
3190,no
3191,no
3192,no
3193,no
3194,no
3195,no
3196,no
3197,no
3198,no
3199,no
3200,no
3201,no
3202,no
3203,yes
3204,no
3205,no
3206,no
3207,no
3208,no
3209,no
3210,no
3211,no
3212,no
3213,no
3214,no
3215,no
3216,no
3217,no
3218,no
3219,no
3220,yes
3221,no
3222,no
3223,no
3224,no
3225,yes
3226,no
3227,no
3228,no
3229,no
3230,yes
3231,no
3232,no
3233,no
3234,no
3235,no
3236,no
3237,no
3238,no
3239,no
3240,yes
3241,no
3242,no
3243,no
3244,no
3245,no
3246,no
3247,no
3248,no
3249,yes
3250,no
3251,yes
3252,no
3253,no
3254,no
3255,no
3256,no
3257,yes
3258,no
3259,no
3260,no
3261,no
3262,no
3263,no
3264,no
3265,no
3266,no
3267,no
3268,no
3269,no
3270,no
3271,no
3272,yes
3273,no
3274,no
3275,no
3276,no
3277,no
3278,no
3279,no
3280,no
3281,no
3282,no
3283,no
3284,no
3285,no
3286,no
3287,no
3288,no
3289,no
3290,no
3291,no
3292,no
3293,no
3294,no
3295,no
3296,no
3297,no
3298,yes
3299,no
3300,no
3301,no
3302,yes
3303,no
3304,no
3305,yes
3306,yes
3307,no
3308,no
3309,no
3310,no
3311,no
3312,yes
3313,no
3314,no
3315,no
3316,yes
3317,no
3318,yes
3319,no
3320,no
3321,no
3322,yes
3323,no
3324,no
3325,no
3326,no
3327,no
3328,no
3329,no
3330,no
3331,no
3332,yes
3333,no
3334,yes
3335,no
3336,no
3337,no
3338,no
3339,no
3340,no
3341,no
3342,yes
3343,no
3344,no
3345,no
3346,no
3347,no
3348,no
3349,no
3350,no
3351,no
3352,no
3353,no
3354,no
3355,no
3356,no
3357,no
3358,no
3359,no
3360,no
3361,yes
3362,no
3363,no
3364,no
3365,no
3366,no
3367,no
3368,yes
3369,no
3370,no
3371,no
3372,no
3373,no
3374,no
3375,no
3376,no
3377,no
3378,no
3379,no
3380,no
3381,no
3382,no
3383,no
3384,no
3385,no
3386,yes
3387,no
3388,no
3389,no
3390,no
3391,no
3392,no
3393,no
3394,no
3395,yes
3396,no
3397,no
3398,no
3399,no
3400,no
3401,no
3402,no
3403,no
3404,no
3405,no
3406,no
3407,no
3408,no
3409,no
3410,no
3411,no
3412,no
3413,no
3414,yes
3415,no
3416,no
3417,no
3418,no
3419,no
3420,no
3421,no
3422,no
3423,yes
3424,no
3425,yes
3426,no
3427,no
3428,no
3429,no
3430,no
3431,no
3432,yes
3433,no
3434,no
3435,no
3436,no
3437,no
3438,no
3439,no
3440,no
3441,no
3442,no
3443,no
3444,no
3445,no
3446,no
3447,no
3448,no
3449,no
3450,no
3451,no
3452,no
3453,no
3454,no
3455,no
3456,no
3457,no
3458,no
3459,yes
3460,no
3461,no
3462,no
3463,no
3464,no
3465,no
3466,no
3467,no
3468,no
3469,no
3470,no
3471,no
3472,no
3473,no
3474,no
3475,no
3476,no
3477,no
3478,no
3479,no
3480,no
3481,no
3482,no
3483,no
3484,no
3485,no
3486,no
3487,no
3488,no
3489,no
3490,no
3491,no
3492,yes
3493,no
3494,no
3495,no
3496,no
3497,no
3498,no
3499,yes
3500,no
3501,no
3502,no
3503,yes
3504,no
3505,no
3506,no
3507,no
3508,no
3509,no
3510,no
3511,yes
3512,no
3513,no
3514,no
3515,no
3516,no
3517,no
3518,no
3519,no
3520,no
3521,no
3522,no
3523,no
3524,no
3525,no
3526,no
3527,no
3528,yes
3529,no
3530,no
3531,no
3532,no
3533,no
3534,no
3535,no
3536,no
3537,no
3538,no
3539,yes
3540,no
3541,yes
3542,no
3543,no
3544,no
3545,no
3546,no
3547,no
3548,no
3549,no
3550,no
3551,no
3552,no
3553,no
3554,yes
3555,no
3556,no
3557,yes
3558,no
3559,yes
3560,no
3561,no
3562,no
3563,no
3564,no
3565,no
3566,no
3567,no
3568,no
3569,no
3570,no
3571,no
3572,no
3573,no
3574,no
3575,no
3576,no
3577,no
3578,no
3579,no
3580,no
3581,no
3582,no
3583,no
3584,no
3585,no
3586,no
3587,yes
3588,no
3589,no
3590,yes
3591,no
3592,no
3593,no
3594,no
3595,no
3596,no
3597,no
3598,no
3599,no
3600,no
3601,no
3602,no
3603,no
3604,no
3605,no
3606,no
3607,no
3608,no
3609,no
3610,no
3611,no
3612,no
3613,no
3614,no
3615,no
3616,no
3617,no
3618,no
3619,no
3620,no
3621,no
3622,no
3623,no
3624,no
3625,no
3626,no
3627,no
3628,no
3629,no
3630,no
3631,no
3632,no
3633,no
3634,no
3635,no
3636,no
3637,no
3638,no
3639,no
3640,no
3641,no
3642,no
3643,yes
3644,no
3645,no
3646,no
3647,no
3648,no
3649,no
3650,no
3651,no
3652,no
3653,yes
3654,yes
3655,no
3656,no
3657,no
3658,no
3659,yes
3660,no
3661,no
3662,no
3663,no
3664,no
3665,no
3666,no
3667,yes
3668,no
3669,no
3670,no
3671,no
3672,no
3673,no
3674,yes
3675,no
3676,no
3677,no
3678,no
3679,no
3680,no
3681,no
3682,yes
3683,no
3684,no
3685,yes
3686,no
3687,no
3688,no
3689,no
3690,no
3691,yes
3692,no
3693,no
3694,no
3695,no
3696,yes
3697,no
3698,no
3699,no
3700,no
3701,no
3702,no
3703,no
3704,no
3705,no
3706,no
3707,no
3708,no
3709,no
3710,no
3711,no
3712,no
3713,no
3714,no
3715,no
3716,no
3717,no
3718,no
3719,no
3720,no
3721,no
3722,no
3723,no
3724,yes
3725,no
3726,no
3727,no
3728,no
3729,no
3730,no
3731,yes
3732,no
3733,no
3734,yes
3735,yes
3736,no
3737,no
3738,no
3739,no
3740,no
3741,yes
3742,no
3743,no
3744,yes
3745,no
3746,no
3747,no
3748,no
3749,no
3750,no
3751,no
3752,no
3753,no
3754,no
3755,yes
3756,no
3757,no
3758,no
3759,no
3760,no
3761,no
3762,no
3763,no
3764,no
3765,no
3766,yes
3767,no
3768,no
3769,no
3770,no
3771,no
3772,yes
3773,no
3774,no
3775,no
3776,no
3777,no
3778,no
3779,yes
3780,no
3781,yes
3782,no
3783,no
3784,no
3785,no
3786,no
3787,yes
3788,no
3789,no
3790,yes
3791,no
3792,no
3793,no
3794,no
3795,no
3796,no
3797,yes
3798,no
3799,no
3800,no
3801,no
3802,no
3803,no
3804,no
3805,no
3806,no
3807,no
3808,no
3809,no
3810,no
3811,no
3812,no
3813,no
3814,no
3815,no
3816,no
3817,no
3818,yes
3819,yes
3820,yes
3821,no
3822,no
3823,no
3824,no
3825,no
3826,no
3827,no
3828,no
3829,no
3830,no
3831,no
3832,no
3833,no
3834,no
3835,no
3836,yes
3837,no
3838,no
3839,no
3840,no
3841,no
3842,no
3843,no
3844,yes
3845,yes
3846,no
3847,no
3848,no
3849,no
3850,no
3851,no
3852,no
3853,no
3854,yes
3855,no
3856,no
3857,no
3858,no
3859,no
3860,no
3861,no
3862,no
3863,no
3864,no
3865,no
3866,no
3867,no
3868,no
3869,no
3870,no
3871,no
3872,no
3873,no
3874,no
3875,yes
3876,no
3877,no
3878,no
3879,no
3880,no
3881,no
3882,yes
3883,no
3884,no
3885,no
3886,no
3887,no
3888,no
3889,no
3890,yes
3891,yes
3892,no
3893,no
3894,no
3895,no
3896,no
3897,yes
3898,no
3899,no
3900,no
3901,no
3902,no
3903,no
3904,no
3905,no
3906,no
3907,no
3908,no
3909,no
3910,yes
3911,no
3912,no
3913,no
3914,no
3915,yes
3916,no
3917,no
3918,yes
3919,no
3920,no
3921,no
3922,no
3923,no
3924,no
3925,no
3926,no
3927,no
3928,no
3929,no
3930,no
3931,yes
3932,yes
3933,yes
3934,no
3935,no
3936,no
3937,yes
3938,no
3939,no
3940,no
3941,no
3942,no
3943,yes
3944,no
3945,no
3946,no
3947,no
3948,no
3949,no
3950,no
3951,no
3952,no
3953,no
3954,no
3955,no
3956,no
3957,yes
3958,no
3959,no
3960,no
3961,no
3962,yes
3963,no
3964,no
3965,no
3966,no
3967,no
3968,no
3969,no
3970,no
3971,no
3972,no
3973,no
3974,no
3975,no
3976,no
3977,no
3978,no
3979,yes
3980,no
3981,no
3982,no
3983,no
3984,no
3985,no
3986,no
3987,no
3988,no
3989,no
3990,no
3991,no
3992,no
3993,no
3994,no
3995,no
3996,yes
3997,no
3998,no
3999,no
4000,no
4001,no
4002,no
4003,no
4004,no
4005,no
4006,no
4007,no
4008,no
4009,no
4010,yes
4011,no
4012,no
4013,no
4014,no
4015,no
4016,no
4017,no
4018,no
4019,no
4020,no
4021,no
4022,yes
4023,no
4024,no
4025,no
4026,no
4027,no
4028,no
4029,yes
4030,no
4031,no
4032,no
4033,no
4034,no
4035,no
4036,no
4037,no
4038,no
4039,no
4040,no
4041,yes
4042,no
4043,no
4044,no
4045,no
4046,no
4047,no
4048,no
4049,no
4050,no
4051,no
4052,no
4053,no
4054,no
4055,no
4056,no
4057,no
4058,no
4059,no
4060,no
4061,no
4062,yes
4063,no
4064,no
4065,no
4066,no
4067,no
4068,no
4069,no
4070,no
4071,no
4072,no
4073,no
4074,no
4075,no
4076,no
4077,no
4078,no
4079,no
4080,no
4081,no
4082,no
4083,no
4084,no
4085,no
4086,no
4087,no
4088,no
4089,no
4090,yes
4091,yes
4092,no
4093,no
4094,yes
4095,no
4096,no
4097,no
4098,no
4099,no
4100,no
4101,no
4102,no
4103,no
4104,no
4105,no
4106,no
4107,no
4108,no
4109,yes
4110,no
4111,no
4112,no
4113,no
4114,no
4115,no
4116,no
4117,no
4118,yes
4119,no
4120,no
4121,no
4122,no
4123,no
4124,yes
4125,yes
4126,yes
4127,no
4128,no
4129,no
4130,no
4131,no
4132,no
4133,no
4134,no
4135,no
4136,no
4137,no
4138,no
4139,no
4140,no
4141,no
4142,no
4143,no
4144,no
4145,no
4146,no
4147,no
4148,no
4149,yes
4150,no
4151,no
4152,no
4153,no
4154,no
4155,no
4156,no
4157,no
4158,no
4159,no
4160,yes
4161,yes
4162,no
4163,no
4164,no
4165,no
4166,no
4167,no
4168,no
4169,no
4170,no
4171,no
4172,no
4173,no
4174,no
4175,no
4176,no
4177,yes
4178,no
4179,no
4180,no
4181,no
4182,no
4183,no
4184,no
4185,no
4186,no
4187,no
4188,no
4189,no
4190,no
4191,no
4192,no
4193,no
4194,no
4195,yes
4196,no
4197,yes
4198,no
4199,yes
4200,no
4201,no
4202,no
4203,no
4204,no
4205,no
4206,no
4207,no
4208,no
4209,no
4210,no
4211,no
4212,yes
4213,no
4214,yes
4215,no
4216,yes
4217,no
4218,yes
4219,no
4220,no
4221,yes
4222,no
4223,no
4224,no
4225,yes
4226,yes
4227,no
4228,no
4229,no
4230,yes
4231,no
4232,yes
4233,yes
4234,no
4235,no
4236,no
4237,yes
4238,yes
4239,yes
4240,no
4241,no
4242,no
4243,no
4244,no
4245,no
4246,no
4247,no
4248,no
4249,no
4250,no
4251,yes
4252,no
4253,no
4254,no
4255,no
4256,no
4257,yes
4258,no
4259,no
4260,no
4261,no
4262,no
4263,yes
4264,yes
4265,no
4266,no
4267,no
4268,no
4269,no
4270,no
4271,no
4272,no
4273,no
4274,no
4275,no
4276,yes
4277,no
4278,no
4279,no
4280,no
4281,no
4282,yes
4283,yes
4284,no
4285,no
4286,no
4287,no
4288,no
4289,no
4290,no
4291,no
4292,no
4293,no
4294,no
4295,no
4296,no
4297,no
4298,no
4299,no
4300,no
4301,yes
4302,no
4303,no
4304,no
4305,no
4306,no
4307,no
4308,no
4309,no
4310,no
4311,no
4312,no
4313,no
4314,no
4315,no
4316,no
4317,no
4318,no
4319,no
4320,no
4321,no
4322,no
4323,no
4324,no
4325,no
4326,no
4327,no
4328,no
4329,yes
4330,no
4331,no
4332,no
4333,no
4334,no
4335,no
4336,no
4337,no
4338,yes
4339,no
4340,no
4341,no
4342,no
4343,yes
4344,no
4345,no
4346,no
4347,no
4348,no
4349,no
4350,no
4351,yes
4352,no
4353,no
4354,no
4355,no
4356,no
4357,no
4358,no
4359,no
4360,no
4361,no
4362,no
4363,no
4364,no
4365,yes
4366,no
4367,yes
4368,no
4369,no
4370,no
4371,no
4372,no
4373,no
4374,no
4375,no
4376,no
4377,no
4378,no
4379,no
4380,no
4381,no
4382,no
4383,no
4384,no
4385,no
4386,no
4387,no
4388,no
4389,yes
4390,no
4391,no
4392,no
4393,yes
4394,no
4395,no
4396,no
4397,no
4398,no
4399,no
4400,no
4401,no
4402,no
4403,yes
4404,no
4405,no
4406,no
4407,no
4408,yes
4409,no
4410,no
4411,no
4412,no
4413,no
4414,no
4415,no
4416,no
4417,yes
4418,no
4419,no
4420,no
4421,no
4422,no
4423,no
4424,yes
4425,no
4426,no
4427,no
4428,no
4429,no
4430,no
4431,no
4432,no
4433,no
4434,yes
4435,no
4436,no
4437,no
4438,no
4439,no
4440,no
4441,no
4442,no
4443,no
4444,no
4445,no
4446,no
4447,no
4448,yes
4449,no
4450,no
4451,no
4452,no
4453,no
4454,no
4455,no
4456,no
4457,no
4458,no
4459,yes
4460,no
4461,no
4462,no
4463,no
4464,no
4465,no
4466,yes
4467,no
4468,no
4469,no
4470,no
4471,no
4472,no
4473,no
4474,no
4475,no
4476,no
4477,no
4478,no
4479,no
4480,no
4481,no
4482,no
4483,no
4484,no
4485,yes
4486,no
4487,no
4488,no
4489,no
4490,no
4491,no
4492,no
4493,no
4494,no
4495,yes
4496,no
4497,no
4498,no
4499,no
4500,no
4501,no
4502,no
4503,no
4504,yes
4505,yes
4506,yes
4507,no
4508,no
4509,no
4510,no
4511,no
4512,yes
4513,no
4514,no
4515,no
4516,no
4517,no
4518,no
4519,no
4520,no
4521,no
